name_file,width,height,class,label,points
007.jpg,640,512,2,c_kefir,"[[297, 220], [296, 223], [293, 226], [290, 230], [290, 234], [293, 236], [298, 237], [302, 234], [303, 232], [306, 227], [310, 222], [310, 216], [307, 214], [306, 207], [303, 201], [305, 196], [303, 189], [296, 188], [292, 190], [290, 195], [287, 198], [283, 200], [282, 204], [278, 206], [274, 208], [274, 212], [276, 215], [276, 219], [277, 220], [281, 222], [285, 221], [290, 220], [295, 219]]"
007.jpg,640,512,2,c_kefir,"[[277, 428], [277, 425], [273, 423], [271, 419], [272, 417], [271, 413], [272, 411], [276, 408], [279, 408], [282, 411], [285, 410], [288, 411], [290, 413], [292, 410], [291, 406], [293, 404], [295, 403], [298, 404], [300, 404], [304, 403], [307, 406], [309, 410], [312, 408], [316, 408], [320, 409], [324, 412], [325, 417], [325, 421], [325, 424], [327, 428], [326, 430], [326, 435], [323, 439], [321, 441], [317, 441], [316, 445], [312, 446], [311, 450], [309, 451], [309, 454], [306, 457], [302, 456], [299, 454], [296, 454], [292, 453], [287, 451], [285, 452], [278, 451], [274, 447], [273, 444], [270, 441], [270, 437], [271, 434], [275, 434], [276, 431]]"
007.jpg,640,512,2,c_kefir,"[[527, 322], [530, 316], [534, 314], [538, 315], [542, 315], [544, 310], [547, 308], [553, 308], [555, 311], [555, 316], [553, 319], [553, 321], [555, 325], [559, 324], [562, 328], [567, 330], [569, 332], [568, 337], [567, 339], [563, 340], [559, 340], [559, 341], [561, 343], [565, 344], [567, 347], [565, 351], [561, 353], [557, 356], [553, 354], [548, 351], [543, 353], [538, 350], [536, 347], [533, 346], [528, 341], [522, 341], [519, 337], [519, 333], [519, 326], [523, 324]]"
007.jpg,640,512,2,c_kefir,"[[520, 415], [524, 413], [525, 408], [527, 406], [532, 404], [537, 402], [542, 402], [544, 407], [549, 406], [553, 409], [553, 412], [551, 414], [555, 417], [556, 421], [559, 427], [560, 433], [563, 438], [559, 445], [556, 446], [555, 451], [552, 456], [550, 462], [546, 460], [542, 463], [537, 466], [534, 461], [530, 462], [526, 461], [519, 462], [515, 457], [513, 451], [512, 443], [510, 439], [509, 434], [508, 428], [505, 423], [507, 419], [510, 419], [513, 417], [517, 415]]"
008.jpg,640,512,2,c_kefir,"[[103, 232], [104, 234], [108, 235], [108, 238], [111, 240], [114, 238], [116, 235], [115, 232], [116, 229], [114, 226], [113, 223], [115, 219], [114, 216], [110, 215], [106, 215], [104, 218], [101, 218], [98, 218], [96, 220], [95, 221], [93, 220], [90, 221], [87, 223], [86, 224], [85, 226], [82, 228], [79, 229], [78, 231], [78, 233], [79, 235], [82, 236], [84, 236], [85, 239], [88, 241], [92, 240], [95, 238], [96, 235], [98, 236], [101, 235]]"
008.jpg,640,512,2,c_kefir,"[[318, 148], [317, 144], [312, 141], [306, 141], [303, 142], [302, 146], [302, 148], [306, 151], [304, 154], [302, 156], [301, 160], [302, 162], [305, 163], [304, 166], [306, 168], [307, 171], [305, 173], [305, 176], [307, 179], [307, 182], [305, 184], [303, 186], [303, 192], [305, 194], [306, 197], [307, 197], [308, 199], [307, 202], [308, 204], [308, 206], [305, 209], [304, 212], [306, 215], [308, 217], [312, 217], [314, 213], [316, 209], [316, 207], [318, 206], [320, 204], [325, 204], [332, 201], [334, 199], [334, 195], [332, 194], [333, 190], [336, 189], [339, 187], [342, 182], [344, 180], [344, 176], [342, 172], [342, 168], [341, 164], [338, 162], [335, 162], [332, 159], [331, 156], [329, 154], [327, 153], [325, 154], [323, 153], [321, 151], [320, 150]]"
008.jpg,640,512,2,c_kefir,"[[327, 317], [330, 316], [335, 315], [338, 317], [340, 320], [338, 323], [340, 325], [345, 326], [346, 329], [346, 333], [346, 336], [351, 336], [353, 340], [353, 343], [352, 346], [348, 348], [343, 348], [339, 348], [338, 350], [340, 353], [340, 357], [338, 358], [334, 359], [330, 358], [328, 356], [323, 353], [320, 350], [320, 346], [317, 343], [316, 340], [314, 335], [313, 333], [311, 332], [308, 331], [304, 329], [301, 323], [302, 319], [302, 317], [302, 313], [304, 311], [306, 310], [308, 311], [309, 313], [313, 313], [315, 315], [318, 315], [323, 318]]"
008.jpg,640,512,2,c_kefir,"[[460, 340], [464, 338], [468, 335], [469, 331], [469, 328], [468, 325], [468, 322], [472, 320], [476, 319], [479, 319], [481, 321], [484, 319], [488, 319], [492, 320], [493, 324], [492, 326], [490, 327], [490, 331], [489, 333], [490, 337], [492, 341], [491, 346], [490, 348], [491, 353], [489, 358], [485, 360], [479, 360], [480, 364], [481, 367], [480, 371], [478, 373], [479, 378], [479, 382], [477, 385], [474, 387], [472, 387], [469, 386], [467, 385], [466, 387], [462, 389], [460, 389], [456, 388], [452, 388], [448, 389], [444, 390], [440, 391], [435, 391], [432, 390], [431, 387], [431, 385], [433, 382], [433, 381], [432, 379], [429, 378], [427, 376], [426, 373], [426, 371], [425, 370], [423, 367], [423, 362], [423, 358], [424, 356], [426, 356], [428, 353], [430, 352], [432, 351], [431, 348], [432, 344], [433, 341], [435, 339], [438, 340], [440, 341], [441, 338], [441, 334], [443, 332], [446, 332], [449, 333], [451, 334], [453, 337], [456, 339], [457, 340]]"
008.jpg,640,512,2,c_kefir,"[[276, 32], [272, 28], [266, 26], [262, 28], [262, 31], [262, 33], [265, 36], [267, 38], [265, 42], [265, 44], [267, 47], [270, 49], [274, 50], [276, 54], [278, 56], [283, 56], [286, 58], [290, 59], [295, 59], [300, 57], [303, 49], [301, 46], [296, 45], [295, 41], [297, 37], [295, 33], [292, 29], [289, 28], [286, 30], [285, 35], [283, 37], [280, 33], [278, 33]]"
010.jpg,640,512,2,c_kefir,"[[169, 243], [170, 238], [169, 234], [168, 230], [171, 227], [173, 224], [178, 221], [181, 221], [184, 222], [188, 222], [192, 223], [194, 225], [198, 224], [201, 222], [204, 223], [206, 225], [205, 230], [204, 231], [206, 234], [206, 237], [209, 241], [211, 246], [209, 250], [207, 255], [206, 260], [202, 262], [198, 263], [192, 264], [189, 262], [186, 259], [184, 258], [183, 262], [180, 264], [176, 263], [172, 260], [167, 253], [166, 249], [167, 246], [169, 245]]"
010.jpg,640,512,2,c_kefir,"[[514, 254], [517, 251], [521, 250], [522, 243], [520, 235], [516, 232], [512, 231], [509, 233], [508, 236], [507, 237], [502, 235], [498, 236], [494, 236], [492, 235], [493, 231], [493, 227], [494, 222], [492, 217], [489, 217], [485, 217], [482, 219], [481, 222], [478, 221], [475, 222], [473, 224], [473, 227], [471, 231], [471, 233], [471, 236], [472, 239], [470, 243], [466, 243], [462, 242], [460, 245], [458, 247], [454, 250], [455, 252], [455, 256], [455, 260], [457, 264], [459, 267], [461, 269], [463, 268], [464, 271], [466, 274], [468, 275], [471, 276], [470, 279], [473, 283], [475, 285], [478, 286], [480, 288], [485, 290], [491, 289], [494, 288], [497, 287], [499, 287], [500, 289], [504, 291], [507, 289], [510, 286], [510, 282], [510, 279], [514, 279], [517, 277], [520, 273], [520, 269], [516, 265], [516, 264], [516, 258]]"
014.jpg,640,512,2,c_kefir,"[[200, 195], [204, 189], [208, 187], [212, 185], [222, 184], [229, 182], [233, 185], [236, 188], [237, 192], [235, 196], [238, 200], [242, 202], [242, 209], [242, 212], [246, 212], [246, 215], [243, 218], [247, 221], [248, 225], [245, 234], [242, 237], [239, 239], [239, 245], [234, 249], [229, 251], [224, 252], [215, 248], [213, 249], [213, 253], [210, 256], [207, 258], [202, 256], [199, 259], [194, 260], [191, 258], [190, 252], [190, 246], [187, 248], [181, 248], [178, 242], [177, 237], [180, 234], [182, 231], [183, 227], [184, 223], [187, 221], [188, 218], [186, 214], [185, 210], [188, 206], [191, 204], [191, 201], [193, 198], [197, 195]]"
014.jpg,640,512,2,c_kefir,"[[311, 34], [312, 28], [313, 24], [317, 23], [320, 21], [325, 19], [330, 21], [333, 24], [335, 27], [338, 26], [345, 27], [348, 28], [353, 28], [357, 30], [358, 38], [357, 42], [356, 47], [352, 49], [352, 52], [357, 54], [360, 58], [360, 62], [357, 66], [353, 67], [346, 66], [342, 68], [335, 71], [330, 73], [325, 69], [320, 68], [313, 66], [310, 64], [309, 57], [314, 53], [312, 52], [308, 55], [304, 56], [300, 54], [296, 51], [296, 45], [299, 42], [302, 39], [307, 37]]"
016.jpg,640,512,2,c_kefir,"[[301, 363], [299, 359], [299, 355], [302, 352], [305, 353], [307, 350], [312, 347], [318, 346], [321, 346], [324, 349], [326, 352], [325, 356], [329, 359], [329, 366], [328, 368], [324, 369], [326, 373], [326, 377], [326, 381], [326, 387], [326, 393], [323, 397], [318, 400], [313, 399], [311, 396], [308, 389], [307, 388], [302, 390], [298, 389], [294, 386], [290, 380], [289, 375], [290, 372], [294, 370], [297, 366], [298, 365]]"
016.jpg,640,512,2,c_kefir,"[[388, 0], [386, 1], [384, 3], [382, 7], [382, 11], [386, 17], [389, 22], [392, 28], [394, 32], [397, 34], [405, 33], [408, 26], [412, 23], [417, 19], [415, 14], [414, 10], [418, 5], [416, 2], [412, 0]]"
016.jpg,640,512,2,c_kefir,"[[95, 322], [99, 320], [100, 315], [102, 314], [105, 314], [108, 315], [110, 315], [113, 314], [117, 313], [121, 313], [124, 317], [127, 315], [132, 316], [135, 317], [139, 319], [144, 325], [146, 331], [147, 337], [146, 343], [146, 349], [146, 355], [146, 361], [144, 364], [146, 367], [148, 367], [151, 364], [154, 365], [155, 370], [153, 377], [152, 384], [150, 389], [145, 390], [140, 391], [138, 393], [136, 398], [133, 403], [128, 405], [125, 404], [120, 399], [117, 392], [112, 392], [108, 388], [105, 387], [99, 386], [92, 380], [87, 377], [83, 374], [80, 370], [77, 366], [77, 360], [81, 359], [81, 355], [80, 351], [79, 348], [79, 344], [81, 342], [84, 340], [85, 338], [83, 334], [81, 329], [82, 327], [84, 325], [85, 325], [87, 323], [89, 320], [92, 321]]"
017.jpg,640,512,2,c_kefir,"[[352, 197], [351, 208], [351, 219], [347, 223], [347, 230], [352, 238], [350, 244], [351, 250], [358, 255], [358, 259], [362, 262], [370, 262], [376, 259], [385, 263], [391, 265], [397, 261], [401, 255], [401, 248], [404, 239], [404, 229], [407, 220], [403, 214], [396, 207], [391, 208], [385, 201], [376, 202], [371, 197], [362, 193]]"
017.jpg,640,512,2,c_kefir,"[[470, 144], [474, 153], [476, 160], [480, 167], [487, 171], [489, 176], [495, 185], [499, 192], [509, 193], [517, 186], [521, 177], [521, 165], [517, 157], [512, 152], [503, 147], [495, 148], [488, 148], [483, 138], [477, 134], [471, 136]]"
022.jpg,640,512,2,c_kefir,"[[157, 174], [160, 174], [159, 171], [161, 166], [160, 162], [165, 159], [169, 156], [175, 156], [178, 157], [180, 159], [183, 159], [184, 156], [187, 152], [190, 150], [194, 152], [195, 150], [199, 149], [201, 150], [203, 153], [203, 157], [201, 158], [197, 160], [196, 163], [201, 163], [203, 163], [206, 167], [207, 170], [209, 176], [207, 180], [207, 184], [206, 187], [208, 191], [206, 198], [206, 203], [207, 207], [205, 210], [202, 214], [199, 214], [196, 216], [193, 216], [189, 219], [183, 218], [180, 223], [178, 225], [175, 228], [170, 226], [164, 228], [160, 226], [158, 223], [158, 220], [160, 217], [159, 214], [153, 212], [151, 207], [147, 205], [143, 199], [141, 195], [140, 189], [143, 186], [142, 183], [146, 177], [150, 176], [153, 176], [154, 174]]"
022.jpg,640,512,2,c_kefir,"[[608, 316], [612, 308], [617, 301], [619, 292], [616, 287], [610, 283], [602, 284], [593, 287], [588, 291], [588, 294], [585, 297], [583, 301], [582, 306], [581, 311], [583, 314], [587, 314], [588, 317], [584, 319], [584, 323], [586, 326], [587, 328], [592, 328], [595, 326], [599, 326], [602, 326], [605, 324], [605, 319]]"
024.jpg,640,512,2,c_kefir,"[[184, 286], [187, 282], [189, 281], [191, 280], [193, 278], [196, 278], [198, 278], [202, 276], [206, 278], [209, 280], [211, 283], [211, 287], [209, 289], [206, 291], [204, 294], [201, 297], [198, 300], [194, 302], [191, 300], [187, 296], [185, 293], [183, 289]]"
024.jpg,640,512,2,c_kefir,"[[545, 365], [545, 362], [545, 358], [549, 355], [552, 355], [554, 356], [555, 361], [553, 366], [552, 369], [548, 374], [545, 374], [544, 372], [544, 370], [545, 368]]"
025.jpg,640,512,2,c_kefir,"[[277, 0], [280, 3], [279, 6], [282, 9], [289, 9], [293, 10], [297, 12], [300, 15], [303, 19], [304, 25], [299, 29], [293, 29], [290, 35], [282, 38], [277, 33], [275, 28], [272, 22], [265, 18], [263, 13], [260, 6], [258, 0]]"
025.jpg,640,512,2,c_kefir,"[[336, 59], [336, 50], [340, 48], [346, 50], [350, 54], [349, 58], [346, 62], [345, 67], [344, 71], [340, 73], [339, 79], [338, 84], [341, 89], [336, 96], [330, 97], [328, 92], [327, 87], [324, 84], [318, 87], [316, 94], [310, 95], [307, 91], [301, 83], [302, 81], [298, 77], [297, 70], [296, 64], [299, 60], [306, 62], [315, 59], [322, 59], [330, 61], [333, 61]]"
025.jpg,640,512,2,c_kefir,"[[188, 233], [193, 230], [199, 229], [201, 231], [201, 234], [199, 237], [200, 242], [197, 247], [192, 247], [187, 243], [186, 236]]"
025.jpg,640,512,2,c_kefir,"[[154, 252], [161, 254], [164, 258], [170, 265], [173, 269], [175, 272], [174, 276], [176, 280], [175, 286], [170, 288], [167, 292], [165, 297], [160, 299], [156, 299], [150, 302], [142, 299], [143, 294], [144, 292], [141, 287], [144, 285], [141, 282], [141, 277], [141, 272], [144, 269], [143, 266], [142, 264], [145, 260], [147, 257], [150, 253]]"
025.jpg,640,512,2,c_kefir,"[[312, 235], [316, 239], [317, 242], [324, 243], [328, 246], [334, 245], [339, 246], [340, 251], [342, 255], [342, 258], [338, 260], [337, 265], [334, 269], [330, 270], [325, 269], [324, 274], [321, 278], [315, 278], [311, 279], [307, 277], [307, 272], [303, 271], [302, 266], [298, 264], [296, 260], [298, 257], [301, 255], [302, 249], [305, 246], [308, 245], [305, 240], [306, 237]]"
025.jpg,640,512,2,c_kefir,"[[425, 497], [428, 492], [436, 492], [440, 496], [441, 501], [442, 508], [440, 511], [434, 511], [430, 509], [426, 510], [420, 509], [419, 505], [419, 500]]"
025.jpg,640,512,2,c_kefir,"[[154, 355], [160, 353], [165, 354], [171, 352], [177, 355], [177, 360], [173, 363], [167, 364], [164, 366], [164, 370], [171, 370], [174, 375], [173, 379], [169, 381], [161, 380], [155, 378], [152, 381], [147, 381], [143, 376], [138, 377], [133, 376], [131, 372], [134, 368], [138, 365], [144, 359], [148, 358]]"
025.jpg,640,512,2,c_kefir,"[[47, 281], [51, 275], [56, 273], [60, 276], [60, 281], [57, 284], [56, 289], [58, 290], [63, 289], [67, 289], [69, 292], [67, 297], [68, 299], [72, 300], [74, 302], [74, 307], [74, 310], [70, 312], [64, 309], [60, 311], [54, 311], [53, 315], [50, 319], [46, 321], [43, 324], [39, 323], [37, 319], [33, 321], [25, 318], [23, 312], [21, 304], [21, 300], [27, 298], [29, 292], [32, 286], [37, 285], [44, 283]]"
030.jpg,640,512,2,c_kefir,"[[264, 370], [266, 364], [269, 363], [264, 361], [261, 358], [260, 354], [260, 351], [257, 346], [259, 341], [262, 340], [266, 337], [269, 337], [273, 334], [279, 335], [282, 336], [285, 339], [287, 340], [291, 337], [296, 338], [300, 342], [302, 346], [300, 348], [297, 351], [298, 355], [304, 359], [307, 362], [309, 368], [310, 374], [308, 380], [311, 384], [311, 389], [308, 392], [303, 394], [300, 393], [294, 397], [289, 397], [288, 395], [288, 390], [285, 388], [280, 387], [275, 382], [271, 380], [267, 382], [263, 382], [260, 379], [261, 376]]"
030.jpg,640,512,2,c_kefir,"[[512, 281], [513, 274], [513, 268], [508, 264], [505, 259], [503, 257], [496, 257], [492, 259], [487, 260], [482, 262], [474, 265], [471, 269], [468, 271], [462, 273], [457, 274], [456, 279], [457, 281], [462, 282], [460, 286], [458, 288], [457, 292], [456, 296], [459, 302], [463, 306], [468, 306], [473, 306], [477, 310], [485, 311], [489, 315], [493, 319], [498, 321], [507, 320], [511, 318], [514, 313], [513, 307], [512, 304], [518, 308], [523, 305], [526, 299], [525, 292], [521, 288], [522, 283], [516, 282]]"
030.jpg,640,512,2,c_kefir,"[[535, 84], [541, 80], [545, 78], [548, 78], [550, 82], [552, 85], [556, 86], [560, 83], [564, 85], [568, 90], [572, 94], [575, 98], [576, 102], [577, 107], [574, 111], [571, 112], [567, 111], [563, 109], [562, 114], [560, 117], [555, 117], [550, 116], [548, 112], [544, 114], [541, 112], [535, 110], [529, 106], [526, 106], [521, 106], [519, 102], [520, 96], [523, 91], [526, 88], [530, 86]]"
030.jpg,640,512,2,c_kefir,"[[436, 13], [440, 10], [448, 8], [454, 9], [462, 9], [467, 11], [475, 16], [481, 19], [483, 21], [487, 26], [489, 33], [488, 38], [487, 42], [486, 47], [484, 50], [480, 51], [474, 47], [469, 46], [464, 45], [462, 42], [458, 38], [454, 36], [448, 35], [445, 32], [441, 31], [437, 30], [432, 25], [434, 19], [435, 15]]"
030.jpg,640,512,2,c_kefir,"[[135, 511], [136, 506], [141, 502], [147, 497], [156, 494], [163, 488], [166, 481], [171, 476], [177, 476], [184, 474], [189, 476], [195, 477], [201, 477], [211, 482], [219, 487], [223, 493], [223, 499], [224, 503], [227, 507], [227, 511]]"
032.jpg,640,512,2,c_kefir,"[[257, 111], [259, 113], [260, 116], [261, 120], [265, 123], [265, 127], [271, 129], [276, 126], [280, 122], [280, 116], [280, 111], [278, 107], [278, 103], [282, 102], [283, 97], [282, 91], [279, 86], [274, 85], [273, 86], [270, 85], [268, 88], [265, 89], [261, 88], [258, 83], [256, 78], [253, 75], [248, 75], [246, 77], [244, 81], [245, 85], [246, 89], [249, 94], [250, 96], [247, 97], [243, 96], [241, 97], [237, 99], [235, 102], [239, 105], [242, 106], [241, 108], [242, 111], [240, 112], [235, 114], [235, 116], [236, 119], [239, 122], [242, 122], [246, 120], [249, 118], [252, 114], [253, 111], [255, 110]]"
032.jpg,640,512,2,c_kefir,"[[397, 47], [399, 46], [402, 42], [404, 39], [407, 38], [414, 36], [418, 36], [421, 36], [424, 37], [425, 41], [428, 42], [431, 44], [433, 48], [432, 49], [434, 51], [435, 53], [435, 56], [433, 58], [431, 60], [433, 63], [433, 65], [432, 69], [430, 71], [427, 72], [423, 71], [419, 68], [415, 66], [412, 64], [409, 62], [405, 60], [403, 56], [401, 53], [398, 52], [396, 50]]"
032.jpg,640,512,2,c_kefir,"[[499, 117], [501, 111], [504, 107], [509, 106], [514, 105], [518, 106], [522, 109], [523, 112], [525, 113], [528, 115], [530, 118], [532, 120], [537, 120], [543, 120], [546, 121], [549, 126], [548, 129], [546, 131], [541, 132], [538, 131], [535, 132], [530, 132], [526, 131], [522, 134], [519, 136], [516, 134], [514, 131], [513, 129], [510, 126], [507, 126], [506, 129], [501, 130], [498, 129], [496, 124], [497, 120]]"
032.jpg,640,512,2,c_kefir,"[[149, 332], [147, 326], [148, 321], [152, 319], [155, 319], [157, 322], [160, 325], [163, 327], [165, 326], [167, 323], [169, 321], [171, 322], [172, 319], [175, 316], [179, 315], [182, 316], [183, 321], [182, 324], [179, 326], [176, 327], [175, 330], [172, 333], [170, 334], [170, 339], [171, 344], [168, 347], [165, 350], [162, 352], [158, 353], [155, 352], [152, 355], [148, 357], [143, 356], [141, 352], [140, 348], [143, 345], [145, 345], [150, 344], [148, 341], [146, 338], [147, 334]]"
033.jpg,640,512,2,c_kefir,"[[236, 240], [240, 236], [246, 234], [250, 240], [249, 245], [252, 250], [251, 255], [251, 260], [249, 266], [244, 269], [241, 274], [243, 277], [245, 280], [245, 288], [247, 296], [244, 299], [238, 300], [234, 303], [228, 303], [223, 300], [222, 295], [217, 293], [215, 287], [216, 283], [216, 276], [219, 272], [221, 264], [225, 259], [227, 251], [229, 250], [229, 243], [233, 240]]"
035.jpg,640,512,2,c_kefir,"[[328, 160], [332, 156], [333, 152], [331, 152], [326, 150], [324, 146], [325, 143], [328, 141], [331, 141], [332, 138], [335, 135], [339, 136], [342, 137], [344, 137], [346, 135], [350, 133], [353, 135], [355, 136], [357, 138], [360, 133], [363, 133], [366, 133], [367, 130], [367, 128], [371, 125], [375, 125], [377, 128], [378, 132], [381, 136], [384, 140], [385, 144], [389, 148], [391, 152], [390, 157], [391, 161], [394, 164], [393, 168], [390, 173], [388, 177], [386, 181], [381, 180], [378, 182], [376, 186], [372, 186], [367, 185], [364, 188], [365, 190], [366, 196], [364, 200], [359, 200], [355, 197], [352, 199], [349, 198], [348, 198], [345, 200], [339, 200], [335, 197], [333, 195], [334, 192], [331, 191], [327, 190], [325, 186], [326, 183], [329, 181], [330, 180], [327, 178], [324, 178], [321, 177], [320, 172], [318, 168], [318, 165], [320, 161], [324, 159]]"
035.jpg,640,512,2,c_kefir,"[[567, 112], [569, 118], [567, 122], [571, 128], [570, 133], [570, 137], [574, 141], [581, 142], [585, 138], [591, 134], [597, 134], [605, 134], [611, 131], [616, 131], [623, 129], [627, 122], [627, 117], [622, 112], [617, 111], [609, 112], [603, 112], [599, 109], [593, 106], [586, 107], [580, 104], [574, 103], [569, 106]]"
036.jpg,640,512,2,c_kefir,"[[166, 112], [171, 110], [175, 112], [178, 107], [180, 107], [185, 105], [190, 104], [195, 107], [197, 114], [197, 118], [202, 121], [204, 125], [203, 131], [202, 135], [206, 140], [210, 143], [214, 150], [213, 158], [209, 167], [206, 169], [203, 173], [198, 176], [189, 178], [183, 177], [178, 173], [176, 167], [167, 167], [160, 162], [159, 156], [156, 152], [157, 148], [155, 144], [155, 136], [154, 130], [157, 124], [159, 122], [159, 117], [160, 114]]"
